as_of_date,category,stock_quantity,days_until_expiry,original_price,candidate_price,discount_pct,recent_7d_velocity,previous_23d_velocity,weekday,observation_count,units_sold_before_expiry
2026-01-07,Produce,76,21,168.04,142.83,15,1.438,3.5244,3,15,66.03
2026-01-08,Grocery,38,22,398.12,258.78,35,1.1086,0.7199,4,13,38
2026-01-09,Seafood,36,14,101.87,76.4,25,0.6505,1.3964,5,20,19.67
2026-01-10,Bakery,60,19,396.7,297.52,25,1.8427,1.9577,6,9,54.43
2026-01-11,Seafood,80,17,38.72,32.91,15,0.9259,1.3709,0,15,22.46
2026-01-12,Seafood,26,5,390.95,273.66,30,1.2203,0.8725,1,15,9.28
2026-01-13,Produce,80,11,313.91,251.13,20,2.0847,1.9632,2,30,42.55
2026-01-14,Dairy,25,4,97.27,82.68,15,1.2707,2.2838,3,16,8.34
2026-01-15,Grocery,63,23,172.54,146.66,15,1.0418,0.588,4,8,31.05
2026-01-16,Deli,15,23,68.84,51.63,25,1.3251,0.7752,5,15,15
2026-01-17,Bakery,71,1,32.13,19.28,40,0.2853,0.9896,6,20,0.44
2026-01-18,Dairy,13,7,107.12,74.98,30,1.5723,0.7585,0,3,13
2026-01-19,Seafood,60,9,89.08,57.9,35,1.0628,0.3903,1,7,13.33
2026-01-20,Produce,24,4,50.4,37.8,25,1.4368,2.1345,2,18,15.83
2026-01-21,Deli,58,8,189.22,122.99,35,1.5458,0.8697,3,29,18.83
2026-01-22,Produce,50,6,492.12,418.3,15,2.1569,1.8871,4,20,23.57
2026-01-23,Produce,32,25,264.14,198.1,25,1.243,2.7643,5,24,32
2026-01-24,Grocery,42,9,335.09,251.32,25,0.9664,0.8428,6,7,11.53
2026-01-25,Seafood,12,7,77.92,62.34,20,1.1819,1.2515,0,22,8.57
2026-01-26,Seafood,65,24,349.03,314.13,10,1.075,0.3467,1,15,27.98
2026-01-27,Seafood,34,7,340.64,289.54,15,0.8215,0.9045,2,15,9.48
2026-01-28,Produce,12,6,451.43,316.0,30,1.3415,1.8048,3,4,12
2026-01-29,Seafood,11,28,313.2,203.58,35,1.4733,0.7814,4,9,11
2026-01-30,Bakery,80,13,497.31,397.85,20,2.7974,1.4922,5,29,65.89
2026-01-31,Dairy,32,9,182.24,145.79,20,1.5594,1.4529,6,28,25.25
2026-02-01,Produce,16,24,269.48,175.16,35,0.9122,1.3374,0,19,16
2026-02-02,Bakery,57,27,189.04,160.68,15,1.713,2.207,1,11,57
2026-02-03,Grocery,71,2,124.88,87.42,30,0.7105,0.8715,2,22,1.59
2026-02-04,Dairy,73,15,75.9,53.13,30,1.5403,2.1047,3,19,50.95
2026-02-05,Meat,35,22,440.21,286.14,35,1.4393,1.242,4,16,35
2026-02-06,Meat,68,17,393.8,393.8,0,0.7141,1.9997,5,29,17.1
2026-02-07,Grocery,38,4,423.88,360.3,15,1.0641,0.9948,6,28,6.5
2026-02-08,Bakery,79,28,281.71,183.11,35,1.7039,1.4753,0,20,79
2026-02-09,Produce,78,8,238.53,190.82,20,2.3489,2.0784,1,7,37.11
2026-02-10,Bakery,73,21,262.49,170.62,35,2.1227,1.6478,2,8,73
2026-02-11,Meat,68,28,463.97,371.18,20,0.9209,1.1828,3,29,43.33
2026-02-12,Bakery,26,1,134.26,134.26,0,2.7614,1.8846,4,6,2.14
2026-02-13,Bakery,6,30,266.26,159.76,40,2.2415,1.7398,5,20,6
2026-02-14,Bakery,40,27,114.94,74.71,35,1.9509,1.3734,6,20,40
2026-02-15,Deli,43,30,333.69,300.32,10,1.0472,0.6894,0,28,30.36
2026-02-16,Grocery,56,9,396.94,337.4,15,1.102,1.2428,1,29,15.47
2026-02-17,Produce,15,26,41.56,33.25,20,1.3054,1.7974,2,17,15
2026-02-18,Seafood,54,25,460.1,460.1,0,0.5033,1.2618,3,21,23.28
2026-02-19,Grocery,12,15,182.42,182.42,0,0.6995,0.2603,4,24,11.77
2026-02-20,Grocery,37,14,68.71,68.71,0,1.2892,0.8315,5,25,15.4
2026-02-21,Bakery,31,23,493.72,493.72,0,2.7181,2.0395,6,6,31
2026-02-22,Grocery,78,20,152.71,91.63,40,1.467,1.108,0,9,44.01
2026-02-23,Grocery,73,14,121.09,102.93,15,1.3329,0.6526,1,21,24.1
2026-02-24,Meat,23,13,209.5,125.7,40,1.2027,0.7053,2,19,23
2026-02-25,Produce,18,19,249.43,149.66,40,1.7779,2.0459,3,3,18
2026-02-26,Deli,78,26,228.66,160.06,30,1.0384,1.2416,4,25,55.32
2026-02-27,Meat,19,8,35.58,32.02,10,1.2057,1.5578,5,27,18.25
2026-02-28,Deli,69,15,299.22,254.34,15,0.9398,1.4091,6,27,27.09
2026-03-01,Meat,20,12,471.85,283.11,40,1.4588,0.8463,0,6,20
2026-03-02,Grocery,61,16,163.12,146.81,10,0.9091,0.8563,1,28,16.55
2026-03-03,Bakery,72,4,344.66,292.96,15,2.6186,1.6599,2,21,16.98
2026-03-04,Grocery,58,5,151.48,128.76,15,1.5303,1.556,3,17,9.04
2026-03-05,Bakery,36,26,367.48,257.24,30,2.5237,1.7705,4,29,36
2026-03-06,Meat,40,12,202.1,202.1,0,0.8189,1.6208,5,7,17.22
2026-03-07,Dairy,49,28,261.05,261.05,0,2.2231,1.4788,6,26,49
2026-03-08,Bakery,54,3,129.29,90.5,30,0.4951,2.5097,0,7,5.01
2026-03-09,Deli,63,28,496.14,421.72,15,1.2731,1.6328,1,26,51.36
2026-03-10,Seafood,3,9,52.75,31.65,40,0.1467,0.8177,2,25,3
2026-03-11,Deli,60,23,139.18,118.3,15,0.9563,1.3395,3,20,34.32
2026-03-12,Seafood,50,25,27.97,25.17,10,1.1733,0.9909,4,4,35.34
2026-03-13,Bakery,76,4,201.61,201.61,0,1.4271,0.9999,5,28,4.35
2026-03-14,Bakery,14,27,174.62,113.5,35,2.9337,2.3412,6,29,14
2026-03-15,Seafood,59,26,50.29,42.75,15,0.6739,0.9217,0,5,25.11
2026-03-16,Seafood,78,14,174.11,174.11,0,1.2621,0.909,1,23,19.76
2026-03-17,Bakery,67,29,297.65,223.24,25,1.1399,1.355,2,12,62.9
2026-03-18,Dairy,21,26,403.79,242.27,40,0.9286,1.7972,3,14,21
2026-03-19,Dairy,35,20,157.54,94.52,40,2.5089,1.5466,4,26,35
2026-03-20,Bakery,68,20,464.71,278.83,40,1.9609,2.2451,5,27,68
2026-03-21,Produce,12,25,41.87,29.31,30,1.8841,2.5361,6,20,12
2026-03-22,Produce,54,20,130.35,110.8,15,3.3424,2.5302,0,28,54
2026-03-23,Produce,59,12,146.62,117.3,20,3.408,1.2989,1,16,59
2026-03-24,Meat,54,2,434.47,282.41,35,1.4956,1.1846,2,25,5.83
2026-03-25,Deli,41,29,467.2,373.76,20,1.6966,0.298,3,13,41
2026-03-26,Seafood,51,8,462.54,346.91,25,0.7575,0.982,4,17,13.92
2026-03-27,Seafood,38,15,359.73,233.82,35,0.9834,0.6604,5,14,32.05
2026-03-28,Bakery,53,12,100.74,85.63,15,1.7885,1.7251,6,27,39.24
2026-03-29,Deli,8,4,259.36,194.52,25,1.4094,1.1352,0,22,5.9
2026-03-30,Bakery,32,29,72.37,65.13,10,2.5021,1.7878,1,22,32
2026-03-31,Produce,21,1,181.05,135.79,25,1.9673,1.815,2,15,2.6
2026-04-01,Bakery,25,22,104.89,104.89,0,1.0707,2.2184,3,11,25
2026-04-02,Produce,25,3,499.15,449.24,10,1.7045,1.8101,4,13,7.33
2026-04-03,Seafood,75,26,194.74,194.74,0,1.5232,0.9355,5,4,40.95
2026-04-04,Bakery,17,11,185.2,157.42,15,0.8246,2.215,6,28,17
2026-04-05,Produce,78,22,148.32,103.82,30,2.5589,2.0976,0,27,78
2026-04-06,Grocery,27,23,426.15,255.69,40,0.8884,0.9209,1,14,27
2026-04-07,Produce,78,24,345.18,345.18,0,2.8877,1.54,2,15,60.89
2026-04-08,Deli,30,22,485.67,485.67,0,1.0841,1.4223,3,6,30
2026-04-09,Bakery,47,9,84.88,84.88,0,2.2808,1.4046,4,27,17.16
2026-04-10,Deli,12,3,282.81,254.53,10,1.1735,2.2556,5,13,5.29
2026-04-11,Meat,25,20,480.93,336.65,30,0.736,1.5523,6,13,25
2026-04-12,Dairy,49,2,209.26,209.26,0,1.0689,2.5795,0,21,3.6
2026-04-13,Meat,5,1,213.95,139.07,35,1.889,0.8464,1,15,2.64
2026-04-14,Produce,64,15,149.81,119.85,20,1.9195,2.7072,2,25,55.74
2026-04-15,Produce,30,5,339.55,254.66,25,1.6214,2.8711,3,3,23.72
2026-04-16,Bakery,65,13,242.78,206.36,15,1.6942,1.7654,4,8,39.07
2026-04-17,Produce,4,12,59.62,47.7,20,2.6041,1.9523,5,12,4
2026-04-18,Bakery,71,15,146.02,146.02,0,2.2575,1.2477,6,21,26.45
2026-04-19,Produce,22,25,128.95,103.16,20,1.5111,3.1044,0,4,22
2026-04-20,Meat,56,2,423.49,423.49,0,1.3671,1.0783,1,27,2.65
2026-04-21,Meat,55,18,267.46,213.97,20,1.8999,1.1602,2,17,48.43
2026-04-22,Dairy,20,26,317.73,317.73,0,1.8458,1.3664,3,17,20
2026-04-23,Deli,75,25,289.33,173.6,40,0.959,1.6165,4,26,69.45
2026-04-24,Meat,57,25,173.05,112.48,35,1.317,1.8823,5,10,57
2026-04-25,Grocery,25,22,403.74,343.18,15,0.6845,1.0738,6,17,24.01
2026-04-26,Bakery,79,23,84.89,50.93,40,2.2463,2.5299,0,29,79
2026-04-27,Dairy,73,8,27.91,22.33,20,0.3013,1.9721,1,26,12.34
2026-04-28,Produce,11,6,192.47,173.22,10,2.7263,0.6966,2,26,11
2026-04-29,Bakery,49,22,293.63,190.86,35,2.041,1.9632,3,13,49
2026-04-30,Meat,13,18,371.91,260.34,30,1.2851,0.7657,4,18,13
2026-05-01,Dairy,15,23,206.32,206.32,0,1.2762,0.7752,5,18,15
2026-05-02,Meat,80,25,432.59,389.33,10,0.2497,0.794,6,7,12.01
2026-05-03,Meat,77,30,252.81,214.89,15,1.2025,0.8497,0,4,44.87
2026-05-04,Produce,68,4,90.6,54.36,40,1.8551,2.1044,1,20,19.78
2026-05-05,Dairy,40,20,279.91,223.93,20,2.3359,2.3155,2,11,40
2026-05-06,Grocery,30,9,372.29,335.06,10,1.0548,1.7415,3,14,15.91
2026-05-07,Meat,28,20,358.02,304.32,15,1.0438,0.5645,4,4,28
2026-05-08,Deli,22,30,129.03,109.68,15,1.6279,1.4639,5,14,22
2026-05-09,Seafood,19,30,355.34,319.81,10,0.9198,1.3292,6,7,19
2026-05-10,Meat,56,3,184.35,184.35,0,1.2716,0.8235,0,3,3.7
2026-05-11,Produce,10,27,188.61,150.89,20,2.6916,1.743,1,21,10
2026-05-12,Bakery,71,20,131.52,118.37,10,1.9594,1.483,2,22,43.82
2026-05-13,Bakery,12,14,248.1,161.27,35,1.9205,1.6831,3,19,12
2026-05-14,Dairy,6,4,150.24,112.68,25,1.2646,1.9065,4,8,6
2026-05-15,Dairy,13,19,405.69,324.55,20,2.0079,1.3241,5,15,13
2026-05-16,Meat,50,29,485.2,315.38,35,1.1115,1.4912,6,17,50
2026-05-17,Seafood,8,29,207.0,134.55,35,1.0194,0.8517,0,14,8
2026-05-18,Bakery,77,10,161.3,120.98,25,1.752,1.7543,1,16,33.23
2026-05-19,Grocery,42,7,312.21,249.77,20,0.9075,0.6197,2,22,7.59
2026-05-20,Grocery,61,6,115.14,97.87,15,1.2469,0.7595,3,29,10.01
2026-05-21,Bakery,40,3,485.11,363.83,25,1.9357,2.3433,4,13,15.51
2026-05-22,Produce,44,18,151.61,128.87,15,2.9997,2.5799,5,19,44
2026-05-23,Produce,8,29,278.56,167.14,40,2.8924,1.7469,6,22,8
2026-05-24,Grocery,33,5,369.07,332.16,10,0.8532,0.7868,0,15,3.39
2026-05-25,Deli,28,8,290.86,232.69,20,1.7093,0.8265,1,17,19.86
2026-05-26,Dairy,49,29,341.69,239.18,30,1.4,1.1851,2,11,49
2026-05-27,Dairy,7,27,409.24,327.39,20,2.2263,1.8299,3,18,7
2026-05-28,Grocery,50,1,490.57,367.93,25,1.3883,0.77,4,26,2.83
2026-05-29,Grocery,75,30,345.69,207.41,40,0.8129,1.2882,5,28,53.54
2026-05-30,Deli,45,24,474.82,332.37,30,0.7374,1.5774,6,21,41.46
2026-05-31,Grocery,37,28,211.69,137.6,35,1.1233,0.9745,0,5,37
2026-06-01,Dairy,39,11,200.72,200.72,0,1.9116,0.58,1,22,14.65
2026-06-02,Deli,14,17,412.01,350.21,15,1.237,0.7164,2,21,14
2026-06-03,Grocery,41,13,426.01,362.11,15,1.7441,1.5152,3,3,33.41
2026-06-04,Grocery,38,28,89.94,62.96,30,1.0785,0.6059,4,6,38
2026-06-05,Seafood,9,10,498.91,374.18,25,1.0353,0.6912,5,10,9
2026-06-06,Seafood,23,29,471.96,424.76,10,0.8134,1.1237,6,4,23
2026-06-07,Grocery,55,19,129.51,77.71,40,1.5194,1.1148,0,24,55
2026-06-08,Bakery,71,1,331.67,298.5,10,1.0252,1.818,1,6,1.41
2026-06-09,Bakery,73,12,237.15,177.86,25,2.0991,1.646,2,29,46.05
2026-06-10,Produce,25,9,230.65,138.39,40,1.9173,3.1547,3,4,25
2026-06-11,Bakery,27,16,330.34,280.79,15,1.0302,2.6595,4,24,27
2026-06-12,Bakery,70,23,220.19,154.13,30,2.6271,1.0938,5,17,70
2026-06-13,Dairy,58,19,215.14,150.6,30,2.061,1.2531,6,3,58
2026-06-14,Bakery,10,9,331.71,331.71,0,2.5908,1.4546,0,17,10
2026-06-15,Meat,6,3,465.6,325.92,30,1.2732,0.9176,1,4,6
2026-06-16,Bakery,22,1,254.83,216.61,15,1.7701,1.6026,2,30,2.99
2026-06-17,Dairy,57,4,37.57,28.18,25,2.0393,1.5857,3,28,15.99
2026-06-18,Bakery,30,25,387.46,348.71,10,1.4226,1.8114,4,15,30
2026-06-19,Meat,47,12,361.86,235.21,35,1.1429,1.3363,5,22,35.34
2026-06-20,Produce,76,6,369.97,221.98,40,2.1366,1.4617,6,14,27.49
2026-06-21,Seafood,30,29,457.03,388.48,15,0.0949,1.0881,0,27,16.22
2026-06-22,Seafood,32,15,357.17,285.74,20,1.2362,0.6724,1,30,25.28
2026-06-23,Grocery,31,23,396.38,317.1,20,1.2561,1.2166,2,5,31
2026-06-24,Meat,7,12,248.03,223.23,10,1.5072,0.8704,3,15,7
2026-06-25,Meat,18,16,388.13,329.91,15,1.2171,1.2059,4,4,18
2026-06-26,Bakery,65,1,84.22,54.74,35,2.5341,2.2558,5,10,9.85
2026-06-27,Meat,74,22,325.26,276.47,15,0.7801,0.8685,6,18,17.62
2026-06-28,Produce,58,26,463.45,347.59,25,1.4713,1.9013,0,17,58
2026-06-29,Seafood,19,9,93.95,75.16,20,1.0211,1.663,1,7,15.51
2026-06-30,Dairy,68,30,33.02,29.72,10,1.512,1.1261,2,24,58.51
2026-07-01,Seafood,75,24,98.28,83.54,15,0.8948,1.1951,3,15,39.41
2026-07-02,Bakery,26,13,415.0,290.5,30,2.023,2.5655,4,23,26
2026-07-03,Seafood,64,24,435.63,348.5,20,0.7624,1.2563,5,20,39.26
2026-07-04,Bakery,53,9,349.75,209.85,40,1.6095,2.7994,6,10,46.51
2026-07-05,Seafood,42,18,391.78,274.25,30,0.9186,1.2367,0,5,34.2
2026-07-06,Dairy,52,25,107.89,107.89,0,1.069,1.4797,1,26,26.46
2026-07-07,Grocery,49,22,208.41,145.89,30,1.2692,0.9351,2,4,36.61
2026-07-08,Deli,35,11,295.12,250.85,15,1.7687,0.9955,3,26,22.06
2026-07-09,Deli,12,3,293.96,205.77,30,1.5269,1.062,4,21,9.86
2026-07-10,Produce,76,3,367.43,293.94,20,1.3553,1.6447,5,4,5.7
2026-07-11,Grocery,3,26,410.32,410.32,0,1.0133,0.9927,6,8,3
2026-07-12,Produce,12,1,320.81,192.49,40,2.9311,2.5504,0,9,7.46
2026-07-13,Meat,58,8,455.32,295.96,35,1.2765,0.6849,1,17,17.34
2026-07-14,Grocery,75,2,478.57,287.14,40,1.045,1.176,2,5,2.79
2026-07-15,Seafood,26,20,87.63,56.96,35,0.9215,0.8706,3,13,26
2026-07-16,Produce,70,19,279.01,167.41,40,1.5657,1.496,4,9,70
2026-07-17,Produce,76,22,452.55,339.41,25,2.9939,2.2372,5,23,76
2026-07-18,Seafood,45,13,171.66,171.66,0,1.3507,0.7846,6,8,16.18
2026-07-19,Dairy,21,4,46.7,42.03,10,0.7713,1.1407,0,3,3.65
2026-07-20,Seafood,65,12,408.59,306.44,25,1.305,0.8851,1,18,17.41
2026-07-21,Bakery,9,23,25.57,16.62,35,2.1873,2.3913,2,12,9
2026-07-22,Deli,58,18,260.8,195.6,25,0.694,0.9879,3,5,28.31
2026-07-23,Grocery,28,27,208.19,145.73,30,0.663,0.1791,4,11,28
2026-07-24,Seafood,7,11,35.95,28.76,20,0.6057,1.2338,5,26,7
2026-07-25,Grocery,75,9,227.65,193.5,15,1.018,1.315,6,6,12.68
2026-07-26,Produce,48,19,90.24,58.66,35,2.081,2.4014,0,26,48
2026-07-27,Bakery,50,6,191.14,162.47,15,1.0051,1.2081,1,24,9.28
2026-07-28,Dairy,41,14,136.52,122.87,10,1.938,1.0054,2,20,34.18
2026-07-29,Seafood,45,19,315.57,220.9,30,0.6795,1.1468,3,16,25.56
2026-07-30,Dairy,45,10,383.02,287.26,25,1.4868,1.1145,4,12,27.77
2026-07-31,Meat,53,4,295.46,236.37,20,1.2497,1.1046,5,25,7.16
2026-08-01,Seafood,38,9,299.7,224.77,25,0.9959,1.4509,6,19,17.68
2026-08-02,Seafood,74,22,106.39,85.11,20,0.728,1.1301,0,16,26.25
2026-08-03,Dairy,64,20,368.68,294.94,20,2.2786,1.451,1,19,58.03
2026-08-04,Meat,37,28,72.39,61.53,15,0.9633,1.1332,2,27,37
2026-08-05,Meat,19,15,54.07,45.96,15,1.4294,1.3494,3,30,19
2026-08-06,Meat,27,12,161.36,104.88,35,1.1921,0.8435,4,21,27
2026-08-07,Dairy,19,28,42.71,42.71,0,1.9086,1.5968,5,5,19
2026-08-08,Dairy,31,24,294.12,294.12,0,1.6832,1.9639,6,14,31
2026-08-09,Bakery,17,5,121.92,73.15,40,1.485,2.2677,0,15,16.21
2026-08-10,Dairy,77,11,185.26,111.16,40,2.146,2.0582,1,16,50.21
2026-08-11,Seafood,76,3,314.5,283.05,10,0.8793,1.1547,2,13,3.34
2026-08-12,Grocery,31,13,65.2,52.16,20,1.2588,1.3479,3,4,22.67
2026-08-13,Dairy,26,10,115.48,75.06,35,1.9294,2.0608,4,9,26
2026-08-14,Deli,40,15,111.98,72.79,35,1.825,1.2449,5,12,40
2026-08-15,Dairy,60,22,364.25,236.76,35,0.6933,1.4807,6,29,42.33
2026-08-16,Meat,6,27,40.52,28.36,30,0.7329,0.9282,0,21,6
2026-08-17,Seafood,51,9,382.8,382.8,0,1.2259,1.3001,1,18,13.52
2026-08-18,Grocery,39,29,55.6,41.7,25,1.2756,1.0314,2,9,39
2026-08-19,Seafood,10,11,98.7,69.09,30,1.0779,0.8475,3,11,10
2026-08-20,Grocery,46,13,111.06,77.74,30,0.5596,0.9365,4,27,12.79
2026-08-21,Dairy,28,7,88.4,75.14,15,1.2267,1.2698,5,15,15.2
2026-08-22,Meat,30,4,122.1,122.1,0,1.2563,1.1295,6,11,5.73
2026-08-23,Grocery,59,15,57.17,51.45,10,0.8225,0.7219,0,3,8.87
2026-08-24,Grocery,57,28,92.45,55.47,40,1.2206,0.7861,1,29,55.39
2026-08-25,Deli,10,8,107.44,75.21,30,1.2415,1.3409,2,26,10
2026-08-26,Meat,36,18,412.63,350.74,15,0.6183,1.1217,3,25,20.45
2026-08-27,Seafood,8,5,85.35,64.01,25,0.1634,1.0687,4,28,4.5
2026-08-28,Seafood,14,1,240.75,204.64,15,0.354,1.2836,5,7,0.74
2026-01-01,Deli,50,2,52.78,34.31,35,1.4812,1.0601,6,27,6.35
2026-01-02,Bakery,63,27,330.04,198.02,40,1.3294,1.6187,0,6,63
2026-01-03,Meat,79,26,469.46,399.04,15,1.2102,1.0524,1,20,38.86
2026-01-04,Seafood,59,30,98.19,58.91,40,1.2035,0.7305,2,30,59
2026-01-05,Bakery,22,6,175.41,175.41,0,2.0714,1.1227,3,27,10.16
2026-01-06,Meat,35,10,459.56,390.63,15,0.7486,1.4597,4,23,14.19
2026-01-07,Dairy,76,15,390.47,351.42,10,1.5663,1.3017,5,6,41.1
2026-01-08,Meat,68,15,44.93,31.45,30,1.6432,1.5161,6,28,41.7
2026-01-09,Produce,9,20,343.06,308.75,10,1.7861,2.054,0,4,9
2026-01-10,Seafood,31,21,309.18,216.43,30,0.6666,1.4734,1,22,31
2026-01-11,Deli,48,23,109.65,76.75,30,1.1169,0.4351,2,8,39.77
2026-01-12,Dairy,66,29,474.04,355.53,25,1.6545,1.5008,3,8,66
2026-01-13,Dairy,49,1,432.15,367.33,15,1.814,1.844,4,28,2.44
2026-01-14,Deli,51,19,428.75,343.0,20,1.458,1.6965,5,3,47.8
2026-01-15,Produce,28,18,121.12,90.84,25,1.7914,2.6238,6,19,28
2026-01-16,Seafood,66,17,266.57,186.6,30,0.8657,1.201,0,28,26.5
2026-01-17,Dairy,50,1,316.58,205.78,35,1.5798,0.82,1,13,4.22
2026-01-18,Dairy,60,26,261.0,221.85,15,1.888,0.9899,2,9,60
2026-01-19,Dairy,79,29,377.01,245.06,35,1.5354,1.7862,3,28,79
2026-01-20,Dairy,48,6,294.44,294.44,0,1.2174,0.6832,4,14,8.89
2026-01-21,Meat,21,3,409.52,348.09,15,1.4638,1.155,5,21,6.41
2026-01-22,Deli,12,4,178.23,115.85,35,0.957,1.2408,6,13,8.94
2026-01-23,Deli,77,25,216.06,140.44,35,1.2221,1.7345,0,8,63.45
2026-01-24,Seafood,40,20,340.44,289.37,15,0.4806,1.1532,1,13,19.0
2026-01-25,Produce,68,9,37.86,26.5,30,2.3884,2.2327,2,27,48.72
2026-01-26,Seafood,8,2,154.49,123.59,20,1.186,0.8554,3,29,2.72
2026-01-27,Produce,25,3,428.99,386.09,10,2.41,1.8852,4,19,13.35
2026-01-28,Produce,17,30,362.83,308.41,15,2.5368,2.5134,5,20,17
2026-01-29,Grocery,41,13,449.47,404.52,10,1.0144,0.8559,6,4,14.11
2026-01-30,Grocery,42,10,381.29,381.29,0,1.3953,1.2868,0,21,13.07
2026-01-31,Meat,66,30,235.07,141.04,40,1.1114,1.3862,1,15,66
2026-02-01,Produce,39,13,474.22,308.24,35,3.0114,1.9931,2,6,39
2026-02-02,Meat,19,14,128.41,109.15,15,1.262,1.2175,3,8,19
2026-02-03,Bakery,26,7,33.13,29.82,10,1.3132,2.1092,4,11,16.95
2026-02-04,Meat,17,7,158.67,95.2,40,1.894,0.8189,5,30,17
2026-02-05,Bakery,63,3,434.78,260.87,40,1.278,2.3205,6,21,13.66
2026-02-06,Meat,38,20,298.3,268.47,10,0.8323,0.777,0,3,20.01
2026-02-07,Bakery,58,8,225.57,225.57,0,2.7753,1.7299,1,25,15.82
2026-02-08,Bakery,3,2,190.22,152.18,20,1.7901,1.1278,2,30,3
2026-02-09,Bakery,44,1,325.11,227.58,30,2.3931,1.9568,3,19,3.72
2026-02-10,Dairy,3,18,469.28,398.89,15,2.399,1.1068,4,21,3
2026-02-11,Seafood,10,20,53.33,34.66,35,0.592,0.6193,5,29,10
2026-02-12,Grocery,58,25,468.44,374.75,20,1.1966,1.343,6,19,50.39
2026-02-13,Meat,52,29,344.76,275.81,20,0.5908,1.184,0,26,33.69
2026-02-14,Bakery,46,17,326.62,212.3,35,2.1071,2.3334,1,27,46
2026-02-15,Bakery,12,1,115.19,97.91,15,2.5985,1.9167,2,22,4.35
2026-02-16,Dairy,72,4,428.35,342.68,20,1.3027,1.7349,3,5,8.9
2026-02-17,Meat,44,16,361.42,361.42,0,0.4805,0.5171,4,18,10.99
2026-02-18,Grocery,8,4,225.68,157.98,30,1.0967,0.8387,5,19,5.45
2026-02-19,Bakery,37,28,142.5,128.25,10,0.6983,1.3614,6,17,30.72
2026-02-20,Grocery,61,4,461.15,415.03,10,0.7184,1.3221,0,10,2.79
2026-02-21,Meat,41,23,191.22,114.73,40,0.8722,1.3159,1,25,41
2026-02-22,Seafood,22,24,358.21,232.84,35,0.371,1.3912,2,8,22
2026-02-23,Meat,48,28,298.0,268.2,10,1.3244,1.3322,3,12,48
2026-02-24,Meat,78,17,293.61,249.57,15,0.9483,1.2954,4,23,27.66
2026-02-25,Bakery,59,25,375.63,319.29,15,2.4665,1.151,5,17,59
2026-02-26,Deli,63,21,92.79,60.31,35,0.0891,1.6999,6,21,20.59
2026-02-27,Meat,65,13,35.26,35.26,0,1.7167,0.6807,0,12,16.06
2026-02-28,Produce,66,22,146.08,102.26,30,1.4625,0.9245,1,19,60.16
2026-03-01,Dairy,80,26,405.94,304.45,25,1.912,1.8809,2,12,80
2026-03-02,Seafood,69,15,473.27,331.29,30,1.0389,1.3224,3,15,25.77
2026-03-03,Deli,77,25,278.51,208.88,25,1.0823,1.1874,4,22,54.09
2026-03-04,Dairy,68,22,407.95,407.95,0,1.3511,1.7442,5,8,42.0
2026-03-05,Grocery,61,5,43.57,28.32,35,0.1177,0.8991,6,4,4.23
2026-03-06,Bakery,72,27,110.09,82.57,25,1.6135,1.9968,0,20,72
2026-03-07,Meat,27,18,440.59,440.59,0,1.5829,0.9645,1,29,27
2026-03-08,Meat,33,18,318.96,191.38,40,1.0435,1.7463,2,16,33
2026-03-09,Seafood,4,8,95.95,57.57,40,0.887,1.043,3,4,4
2026-03-10,Bakery,8,7,347.84,226.1,35,1.8393,1.2523,4,22,8
2026-03-11,Deli,29,21,33.21,23.25,30,0.7362,1.0763,5,11,29
2026-03-12,Seafood,27,19,417.1,312.83,25,0.5278,1.0453,6,26,17.9
2026-03-13,Bakery,18,21,277.14,235.57,15,1.788,1.1345,0,4,18
2026-03-14,Bakery,29,4,228.17,205.35,10,2.2791,1.9266,1,11,10.39
2026-03-15,Dairy,79,20,470.62,305.9,35,2.7314,0.8376,2,16,79
2026-03-16,Meat,54,29,413.79,289.65,30,1.5657,1.7734,3,7,54
2026-03-17,Bakery,47,11,315.36,204.98,35,2.5699,2.0036,4,16,47
2026-03-18,Seafood,26,6,471.0,400.35,15,0.9281,0.9241,5,23,9.13
2026-03-19,Produce,59,10,401.74,301.31,25,3.6162,1.3134,6,15,57.23
2026-03-20,Deli,39,18,350.25,245.17,30,0.9926,1.3837,0,30,31.25
2026-03-21,Seafood,32,27,278.83,195.18,30,0.9742,1.4083,1,7,32
2026-03-22,Deli,47,11,128.63,109.34,15,0.9493,0.5167,2,10,12.67
2026-03-23,Grocery,26,5,474.59,427.13,10,0.9838,1.4708,3,10,5.76
2026-03-24,Seafood,21,21,325.82,195.49,40,0.5685,0.9095,4,26,21
2026-03-25,Dairy,47,20,288.95,202.26,30,2.2467,1.2402,5,21,47
2026-03-26,Produce,24,10,348.6,244.02,30,2.8839,2.9152,6,19,24
2026-03-27,Deli,50,16,317.1,190.26,40,1.3239,1.4977,0,4,43.33
2026-03-28,Meat,9,28,197.55,177.8,10,1.0778,1.4626,1,14,9
2026-03-29,Produce,48,7,391.88,293.91,25,2.5028,1.3183,2,26,30.63
2026-03-30,Seafood,40,24,78.26,46.96,40,1.2043,1.1421,3,17,40
2026-03-31,Dairy,40,9,427.52,342.02,20,0.097,1.8178,4,19,9.87
2026-04-01,Meat,31,1,117.74,94.19,20,0.4105,1.4187,5,29,1.56
2026-04-02,Produce,79,17,490.69,318.95,35,2.1961,2.6629,6,19,79
2026-04-03,Meat,25,29,410.74,369.67,10,0.9569,1.2631,0,12,25
